标准号,标题,主题,格式,相对路径
DB11,DB11T1322.65-2019安全生产等级评定技术规范 第65部分：城镇污水处理厂(再生水厂),其他/通用,.pdf,法律标准\标准\污水\DB11T1322.65-2019安全生产等级评定技术规范 第65部分：城镇污水处理厂(再生水厂).pdf
DB11,DB11∕T 1107-2014 生活垃圾焚烧厂运行管理规范,其他/通用,.rar,垃圾焚烧\垃圾发电补充1\DB11∕T 1107-2014 生活垃圾焚烧厂运行管理规范.rar
DB11,DB11∕T 1322.23-2017 安全生产等级评定技术规范 第23部分：建材企业,其他/通用,.pdf,111111\DB11∕T 1322.23-2017 安全生产等级评定技术规范 第23部分：建材企业.pdf
DB12,DB12T 475-2012 电动汽车用锂离子动力蓄电池技术条件,其他/通用,.pdf,电池\DB12T 475-2012 电动汽车用锂离子动力蓄电池技术条件.pdf
DB12,DB12∕125-2013 住宅小区安全防范系统,其他/通用,.rar,法律标准\法律法规\培训\天津所用法规\天津标准\DB12∕125-2013 住宅小区安全防范系统.rar
DB12,DB12∕T 488-2013 居家养老社区服务规范,其他/通用,.rar,法律标准\法律法规\培训\天津所用法规\天津标准\DB12∕T 488-2013 居家养老社区服务规范.rar
DB12,DB12∕T 526-2014 养老机构服务规范,其他/通用,.rar,法律标准\法律法规\培训\天津所用法规\天津标准\DB12∕T 526-2014 养老机构服务规范.rar
DB12,DB12∕T 688-2016 机动车维修业开业条件,其他/通用,.rar,法律标准\法律法规\培训\天津所用法规\天津标准\DB12∕T 688-2016 机动车维修业开业条件.rar
DB12,DB12∕T 689-2016 机动车维修服务规范,其他/通用,.rar,法律标准\法律法规\培训\天津所用法规\天津标准\DB12∕T 689-2016 机动车维修服务规范.rar
DB12,DB12∕T 724.1-2017 安全生产等级评定技术规范 第1部分：总则,其他/通用,.rar,法律标准\法律法规\培训\天津所用法规\天津标准\DB12∕T 724.1-2017 安全生产等级评定技术规范 第1部分：总则.rar
DB12,DB12∕T 724.12-2017 安全生产等级评定技术规范 第12部分：纸制品制造企业,其他/通用,.rar,法律标准\法律法规\培训\天津所用法规\天津标准\DB12∕T 724.12-2017 安全生产等级评定技术规范 第12部分：纸制品制造企业.rar
DB12,DB12∕T 724.22-2017 安全生产等级评定技术规范 第22部分：日化产品制造企业,其他/通用,.rar,法律标准\法律法规\培训\天津所用法规\天津标准\DB12∕T 724.22-2017 安全生产等级评定技术规范 第22部分：日化产品制造企业.rar
DB12,DB12∕T 724.4-2017 安全生产等级评定技术规范 第4部分：石油库,其他/通用,.rar,法律标准\法律法规\培训\天津所用法规\天津标准\DB12∕T 724.4-2017 安全生产等级评定技术规范 第4部分：石油库.rar
DB12,DB12∕T 724.7-2017 安全生产等级评定技术规范 第7部分：饮料制造企业,其他/通用,.rar,法律标准\法律法规\培训\天津所用法规\天津标准\DB12∕T 724.7-2017 安全生产等级评定技术规范 第7部分：饮料制造企业.rar
DB12,酒类制造业安全生产评定DB12T724.26-2019,其他/通用,.pdf,法律标准\标准\法规标准补充\酒类制造业安全生产评定DB12T724.26-2019.pdf
DB13,DB 13 2322 2016 工业企业挥发性有机物排放控制标准,其他/通用,.pdf,法律标准\标准\环境保护\DB 13 2322 2016 工业企业挥发性有机物排放控制标准.pdf
DB13,DB13T 1346-2010 物流业仓储服务规范,其他/通用,.rar,新标准\物流标准\DB13T 1346-2010 物流业仓储服务规范.rar
DB13,DB13T 1380-2017 带式输送机配件 托辊,其他/通用,.pdf,法律标准\标准\输送机\DB13T 1380-2017 带式输送机配件 托辊.pdf
DB13,DB13T 2002-2014 多线切割机,其他/通用,.pdf,新标准\DB13T 2002-2014 多线切割机.pdf
DB13,DB13T2092-2014,其他/通用,.pdf,新标准\DB13T2092-2014.pdf
DB13,DB13T5272-2020工业企业天然气安全管理规范,其他/通用,.pdf,法律标准\标准\新建文件夹2\DB13T5272-2020工业企业天然气安全管理规范.pdf
DB13,DB13_T 5545-2022 选矿厂安全生产基本条件,其他/通用,.pdf,111111\DB13_T 5545-2022 选矿厂安全生产基本条件.pdf
DB13,DB13_T 5742-2023醇基燃料使用安全规范,其他/通用,.docx,新建文件夹\DB13_T 5742-2023醇基燃料使用安全规范.docx
DB13,DB13_T 5742-2023醇基燃料使用安全规范,其他/通用,.pdf,新标准\标准\DB13_T 5742-2023醇基燃料使用安全规范.pdf
DB13,DB13∕T 2510.2-2017 安全生产等级评定技术规范 第2部分：安全生产通用要求,其他/通用,.pdf,新标准\DB13∕T 2510.2-2017 安全生产等级评定技术规范 第2部分：安全生产通用要求.pdf
DB13,DB13∕T 2510.26-2019 安全生产等级评定技术规范 第26部分：酒类制造企业,其他/通用,.pdf,新标准\DB13∕T 2510.26-2019 安全生产等级评定技术规范 第26部分：酒类制造企业.pdf
DB13,DB13∕T 2510.7-2017 安全生产等级评定技术规范 第7部分：饮料制造企业,其他/通用,.pdf,新标准\DB13∕T 2510.7-2017 安全生产等级评定技术规范 第7部分：饮料制造企业.pdf
DB13,DB13∕T 2821-2018 气吸式粮食干燥机通用技术要求,其他/通用,.pdf,粮食加工\DB13∕T 2821-2018 气吸式粮食干燥机通用技术要求.pdf
DB13,DB13∕T 2969-2019 企业安全生产标准化等级划分与评定,其他/通用,.pdf,新标准\新增\DB13∕T 2969-2019 企业安全生产标准化等级划分与评定.pdf
DB13,DB13∕T 5020-2019 微型企业安全生产标准化规范,其他/通用,.pdf,新标准\新增\DB13∕T 5020-2019 微型企业安全生产标准化规范.pdf
DB13,DB13∕T 5053-2019 农村民用醇基燃料清洁取暖、炊事通用技术要求,其他/通用,.pdf,新建文件夹\DB13∕T 5053-2019 农村民用醇基燃料清洁取暖、炊事通用技术要求.pdf
DB13,DB13∕T 5180-2020 液化天然气气瓶充装安全技术规定,其他/通用,.pdf,补充标准\DB13∕T 5180-2020 液化天然气气瓶充装安全技术规定.pdf
DB13,DB13∕T 5272-2020 工业企业天然气安全管理条件规范,其他/通用,.pdf,法律标准\标准\燃气\城镇燃气\DB13∕T 5272-2020 工业企业天然气安全管理条件规范.pdf
DB132942,DB132942-2019FDIS,其他/通用,.pdf,111111\DB132942-2019FDIS.pdf
DB21,DB21-T2535-2015城镇污水处理企业安全生产标准化评定,其他/通用,.pdf,法律标准\标准\污水\DB21-T2535-2015城镇污水处理企业安全生产标准化评定.pdf
DB21,DB21_T2535-2015城镇污水处理企业安全生产标准化评定,其他/通用,.pdf,新标准\DB21_T2535-2015城镇污水处理企业安全生产标准化评定.pdf
DB21,DB21∕T 2574-2016 煤气发生炉系统安全检验要求,其他/通用,.pdf,法律标准\标准\燃气\煤气\DB21∕T 2574-2016 煤气发生炉系统安全检验要求.pdf
DB32,DB32∕T 3558-2019 生活垃圾焚烧飞灰熔融处理技术规范,其他/通用,.pdf,垃圾焚烧\垃圾发电补充1\DB32∕T 3558-2019 生活垃圾焚烧飞灰熔融处理技术规范.pdf
DB34,DB34∕T 3077-2018 车用锂离子动力电池回收利用放电技术规范,其他/通用,.pdf,电池\DB34∕T 3077-2018 车用锂离子动力电池回收利用放电技术规范.pdf
DB34,DB34∕T 3590-2020 废旧锂离子动力蓄电池单体拆解技术规范,其他/通用,.pdf,电池\DB34∕T 3590-2020 废旧锂离子动力蓄电池单体拆解技术规范.pdf
DB34,DB34∕T 973-2020 压缩天然气车用气瓶充装安全管理规范,其他/通用,.pdf,新标准\新增\DB34∕T 973-2020 压缩天然气车用气瓶充装安全管理规范.pdf
DB36,DB36_T 1433-2021 饲料加工企业安全生产管理规范,其他/通用,.pdf,111111\DB36_T 1433-2021 饲料加工企业安全生产管理规范.pdf
DB37,DB37∕T 1809.2-2011 资源综合利用火力发电厂安全生产规范 第2部分：燃料存储、制备与输送,其他/通用,.pdf,标准123\DB37∕T 1809.2-2011 资源综合利用火力发电厂安全生产规范 第2部分：燃料存储、制备与输送.pdf
DB41,DB41 866-2013 液氨使用与储存安全技术规范,其他/通用,.rtf,法律标准\法律法规\涉氨\DB41 866-2013 液氨使用与储存安全技术规范.rtf
DB41,DB41∕T 1119-2015 固定式液压升降平台检验规则,其他/通用,.rar,法律标准\标准\升降机\DB41∕T 1119-2015 固定式液压升降平台检验规则.rar
DB44,DB44T 1202-2013电动汽车用锂离子动力电池系统技术条件,其他/通用,.pdf,电池\DB44T 1202-2013电动汽车用锂离子动力电池系统技术条件.pdf
DB44,DB44T 1203-2013电动汽车用锂离子动力电池回收利用规范,其他/通用,.pdf,电池\DB44T 1203-2013电动汽车用锂离子动力电池回收利用规范.pdf
DB44,DB44T 1763-2015电动汽车用锂离子动力电池系统安全要求,其他/通用,.pdf,电池\DB44T 1763-2015电动汽车用锂离子动力电池系统安全要求.pdf
DB4403,DB4403T 72-2020餐厨垃圾处理企业安全管理要求,其他/通用,.xdf,法律标准\标准\垃圾\DB4403T 72-2020餐厨垃圾处理企业安全管理要求.xdf
DB52,DB52T 1034-2015 压缩天然气车用气瓶充装安全管理规范,其他/通用,.pdf,标准\燃气资料\DB52∕T 1034-2015 压缩天然气车用气瓶充装安全管理规范\DB52T 1034-2015 压缩天然气车用气瓶充装安全管理规范.pdf
DB52,DB52∕T 1034-2015 压缩天然气车用气瓶充装安全管理规范,其他/通用,.rar,标准\燃气资料\DB52∕T 1034-2015 压缩天然气车用气瓶充装安全管理规范.rar
DB52,DB52∕T 1034-2019 压缩天然气车用气瓶充装安全管理规范,其他/通用,.pdf,新标准\新增\DB52∕T 1034-2019 压缩天然气车用气瓶充装安全管理规范.pdf
DB62,餐厨垃圾厌氧消化处理技术规程 DB62_T 4116-2020 甘肃,其他/通用,.xdf,法律标准\标准\垃圾\餐厨垃圾厌氧消化处理技术规程 DB62_T 4116-2020 甘肃.xdf
DL409,DL 409-1991 电业安全工作规程(电力线路部分)》,其他/通用,.xdf,法律标准\标准\线路\DL 409-1991 电业安全工作规程(电力线路部分)》.xdf
DL5009.1,DL 5009.1-2014 电力建设安全工作规程 第1部分：火力发电,其他/通用,.rar,垃圾焚烧\垃圾发电补充1\DL 5009.1-2014 电力建设安全工作规程 第1部分：火力发电.rar
DL5009.2,DL 5009.2-2013 电力建设安全工作规程 第2部分电力线路,其他/通用,.pdf,新标准\DL 5009.2-2013 电力建设安全工作规程 第2部分电力线路.pdf
DL5009.2,DL 5009.2-2013 电力建设安全工作规程 第2部分电力线路,其他/通用,.rar,新标准\电力线路\DL 5009.2-2013 电力建设安全工作规程 第2部分电力线路.rar
DL5009.2,DL 5009.2-2013 电力建设安全工作规程 第2部分：电力线路,其他/通用,.xdf,法律标准\标准\线路\DL 5009.2-2013 电力建设安全工作规程 第2部分：电力线路.xdf
DLT1164,DLT 1164-2012 汽轮发电机运行导则,其他/通用,.rar,垃圾焚烧\垃圾发电补充1\DLT 1164-2012 汽轮发电机运行导则.rar
DLT1253,DLT 1253-2013 电力电缆线路运行规程,其他/通用,.rar,新标准\电力线路\DLT 1253-2013 电力电缆线路运行规程.rar
DLT1309,DLT 1309-2013 大型发电机组涉网保护技术规范,其他/通用,.rar,垃圾焚烧\垃圾发电补充1\DLT 1309-2013 大型发电机组涉网保护技术规范.rar
DLT1372,DLT 1372-2014 架空输电线路跳线技术条件,其他/通用,.pdf,新标准\DLT 1372-2014 架空输电线路跳线技术条件.pdf
DLT1372,DLT 1372-2014 架空输电线路跳线技术条件,其他/通用,.rar,新标准\电力线路\DLT 1372-2014 架空输电线路跳线技术条件.rar
DLT1508,DLT 1508-2016 架空输电线路导地线覆冰监测装置,其他/通用,.rar,新标准\电力线路\DLT 1508-2016 架空输电线路导地线覆冰监测装置.rar
DLT1676,DLT 1676-2016 交流输电线路用避雷器选用导则,其他/通用,.rar,新标准\电力线路\DLT 1676-2016 交流输电线路用避雷器选用导则.rar
DLT1733,DLT 1733-2017 电力通信光缆安装技术要求,其他/通用,.xdf,法律标准\标准\线路\DLT 1733-2017 电力通信光缆安装技术要求.xdf
DLT5032,DLT 5032-2018 火力发电厂总图运输设计规范,其他/通用,.pdf,垃圾焚烧\垃圾发电补充1\DLT 5032-2018 火力发电厂总图运输设计规范.pdf
DLT5033,DLT 5033-2006 输电线路对电信线路危险和干扰影响防护设计规程,其他/通用,.rar,新标准\电力线路\DLT 5033-2006 输电线路对电信线路危险和干扰影响防护设计规程.rar
DLT5040,DLT 5040-2017 交流架空输电线路对无线电台影响防护设计规范,其他/通用,.pdf,新标准\DLT 5040-2017 交流架空输电线路对无线电台影响防护设计规范.pdf
DLT5040,DLT 5040-2017 交流架空输电线路对无线电台影响防护设计规范,其他/通用,.rar,新标准\电力线路\DLT 5040-2017 交流架空输电线路对无线电台影响防护设计规范.rar
DLT5044,DLT 5044-2014 电力工程直流电源系统设计技术规程,其他/通用,.rar,新标准\DLT 5044-2014 电力工程直流电源系统设计技术规程.rar
DLT5044,DLT 5044-2014 电力工程直流电源系统设计技术规程,其他/通用,.pdf,新标准\DLT 5044-2014 电力工程直流电源系统设计技术规程\DLT 5044-2014 电力工程直流电源系统设计技术规程.pdf
DLT5046,DLT 5046-2018 发电厂废水治理设计规范,其他/通用,.pdf,垃圾发电补充2\DLT 5046-2018 发电厂废水治理设计规范.pdf
DLT5054,DLT 5054-2016 火力发电厂汽水管道设计规范,其他/通用,.rar,垃圾发电补充2\DLT 5054-2016 火力发电厂汽水管道设计规范.rar
DLT5056,DLT 5056-2007 变电站布置设计技术规程,其他/通用,.pdf,电力\DLT 5056-2007 变电站布置设计技术规程.pdf
DLT5072,DLT 5072-2019 发电厂保温油漆设计规程,其他/通用,.pdf,垃圾发电补充2\DLT 5072-2019 发电厂保温油漆设计规程.pdf
DLT5136,DLT 5136-2012 火力发电厂、变电站二次接线设计技术规程,其他/通用,.rar,垃圾发电补充2\DLT 5136-2012 火力发电厂、变电站二次接线设计技术规程.rar
DLT5154,DLT 5154-2012 架空输电线路杆塔结构设计技术规定,其他/通用,.rar,新标准\电力线路\DLT 5154-2012 架空输电线路杆塔结构设计技术规定.rar
DLT5187.1,DLT 5187.1-2016 火力发电厂运煤设计技术规程 第1部分：运煤系统,其他/通用,.rar,标准123\DLT 5187.1-2016 火力发电厂运煤设计技术规程 第1部分：运煤系统.rar
DLT5187.1,DLT 5187.1-2016 火力发电厂运煤设计技术规程 第1部分：运煤系统,其他/通用,.pdf,标准123\DLT 5187.1-2016 火力发电厂运煤设计技术规程 第1部分：运煤系统\DLT 5187.1-2016 火力发电厂运煤设计技术规程 第1部分：运煤系统.pdf
DLT5219,DLT 5219-2014 架空输电线路基础设计技术规程,其他/通用,.pdf,新标准\DLT 5219-2014 架空输电线路基础设计技术规程.pdf
DLT5221,DLT 5221-2016 城市电力电缆线路设计技术规定,其他/通用,.rar,新标准\电力线路\DLT 5221-2016 城市电力电缆线路设计技术规定.rar
DLT5344,DLT 5344-2018 电力光纤通信工程验收规范,其他/通用,.xdf,法律标准\标准\线路\DLT 5344-2018 电力光纤通信工程验收规范.xdf
DLT5390,DLT 5390-2014 发电厂和变电站照明设计技术规定,其他/通用,.rar,垃圾发电补充2\DLT 5390-2014 发电厂和变电站照明设计技术规定.rar
DLT544,DLT 544-2012 电力通信运行管理规程,其他/通用,.xdf,法律标准\标准\线路\DLT 544-2012 电力通信运行管理规程.xdf
DLT5485,DLT 5485-2013 110kV～750kV架空输电线路大跨越设计技术规程,其他/通用,.rar,新标准\电力线路\DLT 5485-2013 110kV～750kV架空输电线路大跨越设计技术规程.rar
DLT775,DLT 775-2012 火力发电厂除灰除渣控制系统技术规程,其他/通用,.rar,垃圾发电补充2\DLT 775-2012 火力发电厂除灰除渣控制系统技术规程.rar
DLT855,DLT 855-2004 电力基本建设火电设备维护保管规程,其他/通用,.rar,标准123\DLT 855-2004 电力基本建设火电设备维护保管规程.rar
DLT855,DLT 855-2004 电力基本建设火电设备维护保管规程,其他/通用,.pdf,标准123\DLT 855-2004 电力基本建设火电设备维护保管规程\DLT 855-2004 电力基本建设火电设备维护保管规程.pdf
DLT877,DLT 877-2004 带电作业用工具、装置和设备使用的一般要求,其他/通用,.rar,新标准\新增\DLT 877-2004 带电作业用工具、装置和设备使用的一般要求.rar
DLT878,DLT 878-2004 带电作业用绝缘工具试验导则,其他/通用,.rar,新标准\新增\DLT 878-2004 带电作业用绝缘工具试验导则.rar
DLT974,DLT 974-2018 带电作业用工具库房,其他/通用,.pdf,法律标准\标准\DLT 974-2018 带电作业用工具库房.pdf
DLT996,DLT 996-2019 火力发电厂汽轮机控制系统技术条件,其他/通用,.pdf,垃圾发电补充2\DLT 996-2019 火力发电厂汽轮机控制系统技术条件.pdf
DL_T1055,DL_T 1055-2021 火力发电厂汽轮机技术监督导则,其他/通用,.pdf,垃圾焚烧\垃圾发电补充1\DL_T 1055-2021 火力发电厂汽轮机技术监督导则.pdf
DL_T1475,DL_T1475-2015,其他/通用,.xdf,法律标准\标准\线路\DL_T1475-2015.xdf
DL_T1476,DL_T 1476-2023 电力安全工器具预防性试验规程,其他/通用,.pdf,安全标准\2025\DL_T 1476-2023 电力安全工器具预防性试验规程.pdf
DL_T2013,DL_T 2013-2019 垃圾焚烧发电厂启动试运及验收规程,其他/通用,.pdf,垃圾焚烧\DL_T 2013-2019 垃圾焚烧发电厂启动试运及验收规程.pdf
DL_T2165,DL_T 2165-2020 火力发电厂移动式卸料车,其他/通用,.pdf,垃圾焚烧\垃圾发电补充1\DL_T 2165-2020 火力发电厂移动式卸料车.pdf
DL_T2192,DL_T 2192-2020 并网发电厂变电站电力监控系统安全防护验收规范,其他/通用,.pdf,垃圾焚烧\垃圾发电补充1\DL_T 2192-2020 并网发电厂变电站电力监控系统安全防护验收规范.pdf
DL_T2298,DL_T 2298-2021 火力发电厂运行管理导则,其他/通用,.pdf,垃圾焚烧\垃圾发电补充1\DL_T 2298-2021 火力发电厂运行管理导则.pdf
DL_T2299,DL_T 2299-2021 火力发电厂设备缺陷管理导则,其他/通用,.pdf,垃圾焚烧\垃圾发电补充1\DL_T 2299-2021 火力发电厂设备缺陷管理导则.pdf
DL_T2300,DL_T 2300-2021 火力发电厂设备检修管理导则,其他/通用,.pdf,垃圾焚烧\垃圾发电补充1\DL_T 2300-2021 火力发电厂设备检修管理导则.pdf
